director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,cast_total_facebook_likes,language,country,content_rating,budget,actor_2_facebook_likes,movie_facebook_likes
125,168,10000,162586036,0,11036,1,1,PG-13,55000000,617,32000
125,835,10000,69951824,0,14727,1,1,PG-13,55000000,3000,26000
124,354,931,89706988,0,2287,1,1,PG-13,55000000,507,0
116,708,22000,166225040,0,24286,1,1,PG-13,55000000,713,0
109,249,919,37600435,1,1695,1,1,PG-13,55000000,303,0
101,327,13000,33828318,0,14036,1,1,PG-13,55000000,390,0
96,403,13000,63408614,1,14432,1,1,R,55000000,549,0
91,591,4000,31051126,0,6254,1,0,PG,55000000,796,0
81,163,1000,38553833,0,1752,1,1,R,55000000,416,0
70,497,1000,68218041,0,2820,1,1,PG,55000000,549,14000
61,708,5000,93815117,0,7184,1,1,PG-13,55000000,827,0
59,676,2000,39440655,0,4315,1,1,PG-13,55000000,828,19000
58,729,3000,104354205,0,5713,1,1,R,55000000,864,0
53,263,1000,68750000,1,2916,1,1,R,55000000,780,0
52,539,12000,78745923,0,13905,1,0,PG-13,55000000,702,0
50,947,5000,25040293,1,7247,1,1,PG-13,55000000,962,0
43,362,18000,52799004,0,19815,1,1,PG-13,55000000,652,0
39,458,3000,105263257,1,4518,1,1,PG,55000000,562,5000
39,562,1000,55747724,0,3104,1,1,PG,55000000,591,0
27,260,13000,7871693,0,15494,1,1,PG,55000000,2000,0
17,594,838,76137505,0,3697,1,0,PG,55000000,722,30000
13,579,2000,74540762,1,4496,1,1,PG-13,55000000,1000,0
12,752,23000,141600000,0,26754,1,1,G,55000000,2000,0
11,506,939,16088610,0,3742,1,1,PG,55000000,605,610
9,95,485,56932305,1,939,1,1,PG-13,55000000,110,0
3,490,8000,33472850,0,10026,1,1,R,55000000,509,0
0,194,15000,329691196,0,15700,1,1,PG-13,55000000,294,59000
0,490,21000,66365290,0,22458,1,1,PG-13,55000000,860,0
0,812,13000,58422650,0,25599,1,1,PG-13,55000000,11000,8000
0,1000,14000,75530832,0,20761,1,1,R,55000000,2000,0
0,809,49000,8355815,0,52885,1,0,R,55000000,811,0
293,744,851,128769345,0,3155,1,1,PG-13,54000000,773,960
160,443,20000,70496802,1,22417,1,1,R,54000000,979,48000
102,43,117,5660084,0,286,1,1,R,54000000,62,2000
94,240,277,75604320,0,847,1,1,PG-13,54000000,245,0
44,420,593,108200000,1,2908,1,1,PG,54000000,467,0
0,845,12000,81645152,1,15371,1,1,R,54000000,919,0
0,889,14000,66676062,0,16949,1,1,R,54000000,1000,0
12000,665,18000,91400000,1,30132,1,1,R,53000000,10000,0
473,680,12000,55808744,0,15889,1,1,PG-13,53000000,1000,0
108,3000,40000,62563543,0,63769,1,1,R,53000000,19000,44000
17,303,12000,45207112,0,13390,1,1,PG-13,53000000,708,361
0,1000,16000,25031037,1,22186,1,1,R,53000000,3000,0
1000,653,1000,57386369,0,2601,1,1,PG-13,52500000,691,10000
17000,574,22000,42438300,0,24183,1,1,R,52000000,721,11000
14000,3000,29000,164435221,0,48153,1,1,PG-13,52000000,15000,15000
869,21,134,34580635,0,209,1,0,R,52000000,27,0
503,795,13000,36883539,1,15053,1,0,PG-13,52000000,929,0
235,931,4000,118683135,0,8315,1,1,PG-13,52000000,957,0
180,75,211,23324666,1,488,1,0,R,52000000,135,0
71,634,16000,37035845,0,28045,1,1,R,52000000,10000,13000
58,838,14000,143704210,0,26002,1,1,PG-13,52000000,11000,10000
17,759,87000,34636443,1,103354,1,1,R,52000000,13000,0
13,343,961,23020488,1,2422,1,1,PG-13,52000000,691,846
0,11000,14000,110476776,0,45696,1,1,PG-13,52000000,12000,9000
0,212,1000,1891821,1,1890,1,0,PG-13,52000000,307,785
0,658,8000,125548685,0,10003,1,1,R,52000000,883,0
0,463,648,36385763,0,1937,1,1,R,52000000,568,0
176,523,677,72601713,0,2055,1,0,PG,51000000,560,605
124,572,636,14375181,1,3374,1,1,PG-13,51000000,631,754
101,79,889,90567722,0,1711,1,1,R,51000000,624,0
53,593,13000,62453315,0,14607,1,1,PG-13,50200000,963,36000
43,523,10000,53846915,0,11943,1,1,R,50100000,806,23000
21000,243,534,55473600,1,1543,1,1,R,50000000,273,0
21000,283,495,48265581,0,1397,1,1,R,50000000,294,25000
16000,447,13000,32741596,0,14344,1,1,PG-13,50000000,563,16000
16000,826,16000,50007168,1,19139,1,1,R,50000000,1000,1000
16000,581,16000,26199517,1,18635,1,1,R,50000000,1000,705
14000,417,1000,126975169,0,3388,1,1,PG-13,50000000,560,37000
12000,897,984,10137232,1,5702,1,0,R,50000000,940,0
3000,1000,15000,218628680,0,21773,1,1,R,50000000,3000,74000
2000,25,268,1987287,0,450,1,0,PG-13,50000000,85,0
670,294,6000,25450527,1,7654,1,1,R,50000000,450,0
670,16,177,2208939,0,253,1,0,R,50000000,27,26000
610,461,848,70450000,1,2913,1,1,R,50000000,517,0
607,602,2000,9795017,0,5461,1,1,R,50000000,979,422
596,2000,10000,10400000,0,15820,1,1,R,50000000,3000,943
503,282,45000,30306268,1,58528,1,0,R,50000000,13000,0
488,597,10000,153620822,0,12182,1,1,R,50000000,743,0
487,16,12000,24127895,0,12076,1,1,R,50000000,43,10000
473,963,18000,73343413,0,22517,1,1,R,50000000,1000,21000
473,294,18000,44484065,1,20152,1,0,R,50000000,822,3000
422,379,631,80270227,1,2297,1,1,PG-13,50000000,534,0
383,753,4000,58297830,0,6017,1,1,G,50000000,808,0
378,303,11000,20389967,1,12786,1,1,R,50000000,552,10000
333,317,972,10556196,0,2606,1,1,PG-13,50000000,713,697
323,511,933,26536120,1,3357,1,0,R,50000000,631,0
317,256,18000,19593740,0,32637,1,1,R,50000000,14000,0
295,329,12000,79948113,0,13421,1,1,PG-13,50000000,748,0
293,878,49000,135014968,0,74382,1,1,PG-13,50000000,22000,0
287,767,16000,41482207,0,19610,1,1,PG-13,50000000,823,0
285,7000,11000,2175312,0,28176,1,1,PG-13,50000000,8000,41000
274,285,625,147637474,0,1474,1,1,PG-13,50000000,440,11000
252,10000,40000,127997349,0,62837,1,1,PG,50000000,11000,90000
249,808,18000,67823573,1,30383,1,1,R,50000000,11000,0
241,416,1000,81517441,1,3148,1,1,R,50000000,495,0
235,520,956,62318875,1,2998,1,1,R,50000000,845,0
213,372,838,52752475,0,2583,1,1,R,50000000,593,0
212,394,613,41814863,0,1970,1,1,R,50000000,422,893
174,660,14000,91439400,1,16967,1,0,PG-13,50000000,664,24000
174,655,14000,26442251,1,16992,1,1,R,50000000,988,15000
155,293,426,81022333,1,1761,1,1,PG-13,50000000,387,0
152,11000,22000,75605492,0,53094,1,1,PG-13,50000000,18000,27000
134,795,23000,18472363,1,25049,1,1,PG-13,50000000,1000,0
129,12000,21000,296623634,0,64040,1,1,PG-13,50000000,17000,13000
101,585,13000,25121291,1,15708,1,1,R,50000000,1000,34000
99,581,18000,20550712,1,31014,1,1,PG-13,50000000,11000,1000
97,584,17000,191616238,1,19428,1,1,R,50000000,920,24000
83,1000,18000,20488579,1,29926,1,1,R,50000000,8000,0
80,651,11000,105807520,0,14087,1,1,PG-13,50000000,1000,0
79,414,13000,50815288,0,14747,1,1,R,50000000,903,0
79,414,13000,50815288,0,14747,1,1,R,50000000,903,0
79,194,27000,1206135,0,27666,1,0,R,50000000,254,18000
77,159,490,47553512,1,1367,1,1,PG-13,50000000,298,15000
75,467,10000,55682070,1,11946,1,0,R,50000000,520,45000
75,258,294,41256277,1,1289,1,1,R,50000000,273,0
73,323,18000,40905277,0,19739,1,1,R,50000000,886,1000
73,163,879,27667947,0,1344,1,0,R,50000000,184,3000
71,55,154,60470220,1,428,1,1,PG-13,50000000,131,955
71,3000,21000,47105085,0,30183,1,1,R,50000000,3000,47000
71,982,12000,10706786,1,16481,1,1,R,50000000,2000,15000
65,828,12000,126203320,0,26826,1,1,PG-13,50000000,11000,0
58,401,33000,31874869,0,34606,1,1,R,50000000,455,0
58,400,33000,31874869,0,34605,1,1,R,50000000,455,0
52,394,795,100328194,0,2638,1,1,PG,50000000,419,0
51,322,8000,150315155,0,10886,1,1,PG-13,50000000,2000,13000
50,368,992,46982632,0,1933,1,0,R,50000000,495,0
48,722,21000,61112916,0,24664,1,1,PG,50000000,936,747
43,569,12000,126088877,1,14569,1,1,PG-13,50000000,919,10000
43,7000,33000,84244877,0,57426,1,1,PG-13,50000000,15000,44000
41,585,18000,44737059,0,24024,1,1,PG-13,50000000,4000,0
39,477,1000,54997476,0,3341,1,1,R,50000000,912,970
37,651,11000,51019112,0,14073,1,1,PG,50000000,2000,10000
34,679,17000,50150619,0,19513,1,1,PG,50000000,995,18000
33,518,3000,51178893,0,6089,1,1,PG,50000000,2000,10000
32,479,1000,16671505,0,2949,1,1,PG,50000000,619,0
23,541,660,66002004,0,2177,1,1,G,50000000,651,1000
23,418,1000,57887882,0,2325,1,1,PG-13,50000000,593,0
22,1000,3000,56724080,0,8398,1,1,R,50000000,1000,39000
19,447,1000,33422806,0,2643,1,1,PG-13,50000000,691,0
12,935,87000,48745150,0,101383,1,1,PG-13,50000000,11000,773
9,1000,15000,33643461,0,20061,1,1,PG,50000000,2000,0
9,11000,14000,88658172,0,37967,1,1,PG-13,50000000,11000,2000
8,8000,12000,28133159,0,33822,1,1,PG,50000000,11000,593
8,39,106,700000,0,215,0,0,R,50000000,54,0
5,1000,8000,58336565,0,11124,1,1,G,50000000,2000,624
5,338,11000,6471394,0,11972,1,1,PG-13,50000000,387,288
0,717,12000,39177541,1,14899,1,1,PG,50000000,722,0
0,701,8000,91030827,0,9988,1,1,PG-13,50000000,818,0
0,434,627,37486138,0,2052,1,1,PG-13,50000000,508,718
0,432,24000,35168395,0,25469,1,1,PG-13,50000000,743,0
0,1000,14000,28837115,0,24107,1,1,PG-13,50000000,8000,28000
0,681,769,52822418,1,3580,1,1,R,50000000,726,44000
0,957,10000,48154732,1,15569,1,1,R,50000000,2000,2000
0,39,29000,39778599,0,29461,1,1,R,50000000,414,0
0,158,854,38590500,1,1860,1,1,R,50000000,643,812
0,323,13000,27067160,0,14706,1,1,R,50000000,559,0
0,764,12000,25407250,1,15935,1,1,R,50000000,898,0
0,639,13000,24006726,0,15757,1,1,R,50000000,1000,0
0,854,19000,22518325,0,22833,1,0,R,50000000,972,0
0,805,12000,13560960,0,21130,1,1,R,50000000,5000,915
0,591,2000,6291602,0,3954,1,1,R,50000000,602,255
234,11000,20000,21557240,0,45202,1,1,R,49900000,11000,18000
662,502,20000,31569268,1,23051,1,1,R,49000000,2000,67000
70,848,26000,43905746,1,32831,1,1,PG-13,49000000,5000,0
21000,237,17000,95308367,0,18141,1,1,R,48000000,324,0
14000,440,11000,197171806,1,12884,1,1,PG-13,48000000,844,0
11000,484,3000,37879996,0,5390,1,1,PG-13,48000000,575,0
737,393,2000,60652036,1,3743,1,1,R,48000000,490,3000
545,807,919,29781453,0,4796,1,1,PG-13,48000000,811,0
446,821,20000,47095453,0,22209,1,1,PG-13,48000000,1000,0
323,835,1000,69304264,0,4660,1,1,R,48000000,977,0
176,308,18000,66488090,0,29748,1,1,R,48000000,11000,0
165,944,1000,46611204,0,4294,1,1,PG-13,48000000,967,0
148,135,8000,93607673,0,9176,1,1,PG-13,48000000,973,881
119,750,807,110000082,0,3629,1,1,PG-13,48000000,780,0
118,482,14000,89253340,1,16967,1,0,PG-13,48000000,794,38000
109,261,779,56607223,0,1823,1,0,PG-13,48000000,629,0
58,720,25000,165500000,1,38518,1,1,PG-13,48000000,11000,0
34,1000,18000,50173190,0,33615,1,1,PG-13,48000000,12000,0
0,215,599,124107476,0,1418,1,1,R,48000000,399,0
0,751,11000,64505912,0,13654,1,1,R,48000000,946,6000
0,23,3000,37339525,0,3768,1,1,R,48000000,745,0
350,77,8000,5600000,0,8349,1,1,R,47000000,115,616
39,364,13000,10539414,1,14619,1,1,PG-13,47000000,541,0
0,677,4000,15519841,0,6863,1,1,PG,47000000,769,261
0,302,2000,60154431,0,3718,1,1,PG-13,47000000,1000,0
0,46,226,6167817,0,405,0,0,R,47000000,52,0
22000,319,14000,67263182,0,15658,1,1,R,46000000,509,0
777,1000,20000,60962878,0,37321,1,1,R,46000000,15000,86000
380,826,18000,58918501,1,33233,1,1,R,46000000,13000,975
309,577,23000,70327868,1,26527,1,0,R,46000000,1000,0
29,692,8000,126805112,0,12344,1,1,PG-13,46000000,1000,0
11000,451,905,20101861,0,2348,1,1,PG-13,45000000,484,0
2000,501,854,15523168,0,2507,1,0,PG-13,45000000,766,15000
906,906,1000,92001027,1,6315,1,1,PG-13,45000000,1000,3000
845,854,18000,76261036,0,22370,1,1,R,45000000,881,0
719,683,16000,20302961,0,18913,1,0,NC-17,45000000,893,0
628,548,14000,59365105,0,28886,1,0,R,45000000,14000,52000
611,10,879,6565495,0,949,0,0,R,45000000,52,0
545,805,26000,36064910,1,28643,1,1,R,45000000,872,0
541,551,821,92115211,0,4043,1,1,PG-13,45000000,577,1000
419,165,971,12026670,1,1643,1,1,R,45000000,236,24000
322,179,1000,71277420,0,1645,1,1,R,45000000,422,0
309,482,1000,74484168,1,2740,1,1,R,45000000,654,0
293,255,509,181395380,0,2070,1,1,PG-13,45000000,418,0
278,107,5000,24343673,0,5405,1,1,PG-13,45000000,117,14000
278,107,5000,24343673,0,5405,1,1,PG-13,45000000,117,14000
255,5000,11000,24520892,1,22383,1,0,R,45000000,5000,0
252,90,539,170684505,0,813,1,1,PG-13,45000000,151,0
212,568,2000,21009180,1,4397,1,1,PG-13,45000000,845,1000
208,855,3000,11146409,1,6558,1,1,R,45000000,1000,0
179,50,267,4584886,0,538,1,1,R,45000000,202,0
176,308,11000,83287363,1,12757,1,1,R,45000000,530,0
171,284,6000,18996755,0,7099,1,0,PG-13,45000000,382,54000
170,269,849,2154540,1,2457,1,1,R,45000000,623,68
161,132,11000,46815748,1,12161,1,1,PG-13,45000000,894,0
119,807,2000,90703745,0,5855,1,1,PG-13,45000000,869,1000
118,558,14000,139852971,1,16410,1,0,PG-13,45000000,935,63000
91,206,579,106793915,0,1817,1,0,G,45000000,530,0
85,443,14000,50648679,1,16225,1,0,R,45000000,706,0
80,213,545,106807667,1,1574,1,1,PG-13,45000000,337,0
79,956,18000,100768056,0,30063,1,1,PG-13,45000000,8000,0
70,99,473,9353573,1,1100,1,1,PG,45000000,315,0
61,501,1000,38360195,0,3757,1,1,PG-13,45000000,976,0
58,3000,14000,52580895,0,27351,1,1,PG,45000000,8000,743
50,67,521,66790248,0,758,1,1,R,45000000,108,0
49,514,2000,65557989,1,3717,1,1,PG-13,45000000,902,0
49,20,13000,57362581,1,13331,1,0,R,45000000,279,0
45,595,886,70001065,1,3174,1,1,R,45000000,650,0
41,808,982,53854588,0,3648,1,1,R,45000000,843,1000
40,311,14000,101702060,1,17925,1,1,PG,45000000,3000,0
39,506,1000,32095318,0,3664,1,1,PG-13,45000000,611,304
38,2000,11000,19377727,0,24351,1,1,PG-13,45000000,8000,0
38,706,14000,50740078,1,16791,1,0,R,45000000,919,0
33,84,970,88625922,0,1336,1,1,PG,45000000,91,26000
32,628,924,130512915,0,3244,1,1,PG,45000000,664,0
32,104,219,8129455,1,661,1,1,PG,45000000,141,17000
29,322,2000,20400913,1,3855,1,1,R,45000000,461,451
28,847,2000,422783777,0,6458,1,1,G,45000000,886,17000
23,436,25000,71423726,0,26998,1,1,PG,45000000,724,19000
23,579,1000,17300889,1,3855,1,0,PG,45000000,642,0
19,433,624,5664251,1,2056,1,0,R,45000000,489,0
18,560,811,60786269,0,3106,1,1,PG-13,45000000,625,0
13,553,1000,25200412,0,3423,1,1,PG,45000000,701,916
11,642,1000,48472213,1,4305,1,1,PG-13,45000000,759,621
0,563,1000,35617599,0,2965,1,1,PG,45000000,845,0
0,760,11000,93452056,0,14868,1,1,PG-13,45000000,2000,22000
0,643,934,89808372,0,3500,1,1,PG-13,45000000,655,660
0,277,18000,88504640,0,19148,1,1,R,45000000,412,0
0,404,749,47307550,0,1948,1,1,R,45000000,463,28000
0,19,723,19719930,0,793,1,1,R,45000000,44,0
0,826,23000,7916887,1,26982,1,1,R,45000000,1000,0
0,650,1000,136019448,0,3133,1,1,R,44500000,660,89000
16000,1000,46000,54116191,0,49912,1,1,R,44000000,1000,114000
517,678,12000,1500000,0,14255,1,1,R,44000000,849,1000
272,893,22000,53300852,0,37076,1,1,R,44000000,11000,0
170,668,13000,150415432,1,15662,1,1,R,44000000,738,0
133,365,11000,6105175,0,12239,1,1,R,44000000,392,50000
99,812,11000,183875760,1,13357,1,1,PG-13,44000000,1000,0
64,41,743,21471685,1,971,1,1,PG-13,44000000,117,0
23,135,405,31136950,0,1066,1,1,PG-13,44000000,268,0
13,643,23000,44834712,0,26907,1,1,R,44000000,2000,353
835,225,670,51768623,0,1801,1,1,PG-13,43000000,370,0
176,749,975,159578352,1,4825,1,1,R,43000000,815,24000
84,664,12000,37035515,0,23864,1,1,PG-13,43000000,10000,0
38,1000,3000,24407944,1,7048,1,0,PG-13,43000000,1000,0
34,280,545,47806295,0,1274,1,1,PG-13,43000000,351,0
16,16,44,24430272,0,132,1,1,R,43000000,28,0
521,957,10000,158348400,0,14244,1,1,R,42000000,1000,0
308,913,10000,37652565,0,15369,1,1,PG-13,42000000,2000,20000
153,491,4000,45290318,1,6727,1,1,PG,42000000,828,17000
119,412,468,59992760,0,2134,1,1,R,42000000,442,0
97,839,17000,138447667,1,19968,1,1,R,42000000,971,39000
73,505,11000,41543207,0,15571,1,1,PG-13,42000000,3000,893
51,465,18000,54414716,0,30571,1,1,R,42000000,11000,12000
50,427,8000,116006080,0,9255,1,0,PG-13,42000000,437,11000
49,155,11000,16252765,0,11662,1,0,R,42000000,216,3000
37,595,2000,13208023,0,4262,1,0,R,42000000,886,612
29,650,22000,87856565,0,24534,1,1,PG-13,42000000,923,0
20,54,107,18600911,1,362,1,1,PG-13,42000000,81,11000
17,808,22000,24375436,1,33585,1,1,R,42000000,9000,748
11,867,11000,15738632,1,14536,1,1,R,42000000,904,0
7,691,14000,64238770,0,18795,1,0,PG,42000000,3000,0
5,687,5000,20915465,0,7723,1,0,PG,42000000,922,0
0,292,12000,41252428,0,13716,1,1,PG-13,42000000,592,0
161,196,1000,116724075,0,1954,1,1,R,41000000,418,0
64,296,734,7204138,0,2085,1,1,PG,41000000,574,11000
4,96,687,22108977,1,1134,1,0,PG-13,41000000,312,505
22000,19000,23000,53082743,0,63986,1,1,PG-13,40000000,20000,49000
21000,81,10000,96917897,0,10555,1,1,PG-13,40000000,349,74000
16000,235,880,47034272,0,2281,1,1,R,40000000,413,16000
14000,423,15000,72306065,0,16944,1,1,PG-13,40000000,535,55000
13000,973,40000,53337608,0,60683,1,1,PG,40000000,16000,0
3000,3000,14000,42615685,0,28927,1,1,R,40000000,9000,24000
737,14000,34000,150117807,0,83012,1,1,R,40000000,23000,63000
643,586,24000,37752931,0,26938,1,1,PG-13,40000000,1000,0
545,251,15000,107458785,0,16751,1,1,PG,40000000,923,0
545,353,783,24332324,0,3126,1,1,PG-13,40000000,754,680
541,1000,18000,108706165,0,31349,1,1,R,40000000,11000,0
541,173,12000,36283504,0,12970,1,0,R,40000000,638,0
532,127,480,125069696,1,1261,1,1,R,40000000,449,58000
487,3000,20000,37553932,1,34011,1,1,PG-13,40000000,10000,52000
487,201,430,26616999,1,1300,1,1,PG-13,40000000,329,43000
456,716,1000,166147885,0,4585,1,1,R,40000000,935,101000
436,175,3000,74098862,0,3924,1,1,R,40000000,472,13000
425,204,954,49851591,0,2179,1,1,PG,40000000,568,263
415,119,982,83906114,0,2357,1,1,PG-13,40000000,971,16000
335,64,15000,31836745,0,15595,1,1,PG-13,40000000,467,39000
333,1000,22000,81292135,0,36810,1,1,R,40000000,13000,0
326,416,21000,59588068,0,22318,1,1,R,40000000,534,0
323,0,472,45500797,0,519,1,1,PG-13,40000000,47,694
287,823,4000,53955614,1,8610,1,1,PG-13,40000000,835,0
287,44,10000,27663982,0,10469,1,1,PG-13,40000000,368,0
272,62,1000,12181484,0,1189,1,1,PG-13,40000000,87,713
260,441,1000,30981850,0,3969,1,1,R,40000000,1000,0
241,898,11000,95001343,0,16911,1,1,PG-13,40000000,3000,28000
212,389,578,59068786,1,2544,1,1,PG-13,40000000,563,0
212,380,879,21413502,1,2795,1,1,R,40000000,560,2000
192,501,40000,47781388,0,41293,1,1,PG-13,40000000,534,0
190,520,2000,52000688,1,4243,1,1,R,40000000,1000,17000
189,597,3000,138614544,0,7014,1,1,PG,40000000,2000,0
188,865,11000,7262288,0,13917,1,1,PG-13,40000000,1000,892
180,87,1000,10640645,1,1686,1,1,R,40000000,535,0
167,655,2000,90835030,1,5178,1,1,PG-13,40000000,874,0
165,350,26000,29113588,1,27834,1,1,R,40000000,956,16000
164,723,8000,90353764,0,12556,1,1,R,40000000,2000,14000
160,748,164000,66466372,0,303717,1,1,R,40000000,137000,0
160,72,330,38105077,1,701,1,1,R,40000000,119,0
155,249,23000,81593527,0,24300,1,1,PG,40000000,984,11000
153,734,35000,46280507,0,49743,1,1,PG-13,40000000,11000,12000
138,748,904,75305995,0,5074,1,1,PG-13,40000000,876,0
118,674,877,36665854,1,3432,1,0,PG-13,40000000,738,15000
118,287,11000,5773519,0,12876,1,1,PG-13,40000000,1000,11000
118,287,11000,5773519,0,12876,1,1,PG-13,40000000,1000,11000
118,287,11000,5773519,0,12876,1,1,PG-13,40000000,1000,11000
101,398,700,70836296,0,2842,1,1,PG-13,40000000,655,0
99,57,176,37371385,0,390,1,1,R,40000000,61,42000
98,723,16000,163947053,0,18656,1,1,PG-13,40000000,896,10000
98,78,405,37101011,0,1070,1,1,PG-13,40000000,358,0
88,785,22000,29802761,0,36009,1,1,PG-13,40000000,13000,12000
81,135,327,25117498,0,960,1,1,R,40000000,253,0
80,287,3000,38087756,0,4634,1,1,PG,40000000,450,0
80,835,14000,13838130,1,20503,1,1,PG-13,40000000,4000,0
77,495,703,42575718,0,3074,1,1,R,40000000,682,20000
75,754,18000,33508922,0,23920,1,1,PG-13,40000000,3000,16000
72,789,18000,67061228,1,21554,1,1,PG-13,40000000,1000,0
71,547,723,70100000,0,3841,1,1,R,40000000,558,0
65,490,1000,32853640,0,3239,1,1,PG-13,40000000,613,702
65,730,1000,19118247,1,6171,1,1,PG-13,40000000,923,779
65,311,11000,14448589,0,12566,1,1,PG-13,40000000,944,835
65,638,11000,57981889,0,13943,1,1,R,40000000,980,25000
63,7,67,19406406,0,152,0,0,G,40000000,63,0
58,497,12000,14942422,1,14008,1,1,R,40000000,975,555
55,294,3000,29374178,0,4565,1,1,R,40000000,941,394
55,2,991,1027749,0,1003,1,0,R,40000000,10,1000
52,651,10000,41102171,0,13396,1,1,PG-13,40000000,2000,14000
52,214,683,38543473,0,1488,1,1,R,40000000,392,0
50,58,293,30993544,0,621,1,1,PG-13,40000000,117,0
48,39,61,18438149,0,222,1,1,PG-13,40000000,46,0
42,171,875,20113965,0,1702,1,1,PG,40000000,596,0
42,49,97,93952276,0,318,1,1,PG-13,40000000,50,12000
41,900,13000,16323969,0,18085,1,1,PG-13,40000000,2000,462
41,490,1000,19151864,0,3301,1,1,R,40000000,500,0
39,534,2000,9589875,0,5162,1,1,PG,40000000,898,0
39,210,607,28535768,0,1335,1,1,PG-13,40000000,322,279
39,259,1000,6114237,0,2664,1,1,R,40000000,1000,892
38,882,2000,72266306,0,6775,1,1,PG-13,40000000,897,0
33,1000,1000,21176322,1,5039,1,1,PG-13,40000000,1000,0
31,210,2000,32800000,0,3016,1,1,R,40000000,472,877
31,483,5000,128978,1,6267,0,0,R,40000000,755,0
30,497,922,26404753,1,3301,1,1,PG-13,40000000,786,19000
29,257,24000,71347010,0,28928,1,1,R,40000000,4000,0
25,473,1000,41797066,1,4324,1,1,R,40000000,741,0
22,613,2000,13376506,0,4327,1,1,PG-13,40000000,642,579
20,968,2000,54967359,1,7039,1,1,R,40000000,2000,0
19,351,13000,14967182,1,14463,1,1,R,40000000,530,604
18,211,18000,52320979,0,18693,1,1,PG,40000000,426,0
18,443,3000,4835968,1,4123,1,0,PG-13,40000000,545,158
18,249,2000,30199105,1,3753,1,1,R,40000000,1000,470
17,186,14000,40203020,0,15634,1,0,R,40000000,1000,0
17,889,14000,20300000,0,17877,1,1,R,40000000,940,309
15,61,12000,15279680,1,12166,1,1,R,40000000,68,0
14,633,17000,70163652,0,19334,1,1,PG-13,40000000,826,663
13,173,15000,652526,1,15638,1,0,PG,40000000,460,823
10,681,1000,46012734,0,4298,1,1,PG-13,40000000,689,3000
8,219,545,4777007,0,1149,1,0,PG-13,40000000,248,565
7,795,10000,22717758,0,14275,1,1,G,40000000,908,0
7,91,3000,57011847,0,3361,1,1,PG,40000000,190,0
7,903,18000,25178165,0,29484,1,1,PG-13,40000000,9000,8000
6,584,711,33864342,0,2913,1,0,PG-13,40000000,683,445
0,995,11000,95149435,0,15362,1,1,G,40000000,1000,1000
0,690,1000,118500000,0,3660,1,1,PG,40000000,869,12000
0,690,1000,87666629,0,3986,1,1,PG,40000000,869,0
0,563,13000,20999103,0,24770,1,1,PG,40000000,11000,15000
0,470,87000,20916309,0,88422,1,1,PG,40000000,570,431
0,379,795,511920,0,2449,1,1,PG,40000000,754,211
0,766,13000,293501675,0,17540,1,1,PG-13,40000000,3000,14000
0,923,11000,94125426,0,13321,1,1,PG-13,40000000,935,13000
0,913,13000,45856732,0,16762,1,1,PG-13,40000000,936,0
0,715,3000,29077547,0,5917,1,1,PG-13,40000000,1000,3000
0,202,913,27400000,1,2449,1,1,PG-13,40000000,362,11000
0,327,964,27053815,1,2888,1,0,PG-13,40000000,931,299
0,279,2000,25335935,1,2853,1,1,PG-13,40000000,505,14000
0,826,4000,15962471,0,7243,1,1,PG-13,40000000,887,0
0,402,782,14358033,0,2125,1,1,PG-13,40000000,658,630
0,500,1000,9652000,0,3096,1,1,PG-13,40000000,627,0
0,645,10000,7689458,0,11769,1,0,PG-13,40000000,785,19000
0,574,10000,141340178,0,14619,1,1,R,40000000,2000,0
0,903,19000,126546825,1,32325,1,0,R,40000000,11000,83000
0,336,1000,102310175,0,2676,1,1,R,40000000,575,40000
0,304,1000,95720716,0,2759,1,1,R,40000000,1000,39000
0,71,287,89138076,0,600,1,1,R,40000000,157,0
0,10000,18000,82522790,0,42220,1,1,R,40000000,12000,14000
0,322,855,72455275,1,2144,1,1,R,40000000,363,0
0,4,433,70405498,0,698,1,0,R,40000000,256,0
0,19,708,50859889,1,848,0,1,R,40000000,78,14000
0,687,2000,38176892,0,4486,1,1,R,40000000,741,26000
0,308,510,33927476,0,1976,1,0,R,40000000,344,956
584,398,11000,4563029,1,12286,1,0,R,39200000,557,58000
13000,787,940,35287788,0,4774,1,1,PG,39000000,925,25000
534,511,865,5881504,0,2972,1,1,PG-13,39000000,534,177
124,100,152,63411478,0,568,1,1,PG-13,39000000,142,13000
44,420,593,60000000,1,2329,1,0,PG,39000000,542,0
36,275,592,30400000,0,2176,1,1,PG,39000000,516,478
0,7,643,6594136,1,943,0,0,PG-13,38600000,290,13000
2000,471,26000,26903709,1,37206,1,0,R,38000000,10000,83000
2000,541,40000,18653746,0,42344,1,0,R,38000000,903,0
1000,538,13000,171031347,0,25964,1,1,PG-13,38000000,12000,36000
508,1000,21000,58700247,0,36062,1,1,PG-13,38000000,11000,33000
395,77,8000,40137776,0,8362,1,1,PG-13,38000000,189,13000
357,4000,23000,144512310,1,45327,1,1,PG-13,38000000,14000,14000
357,4000,23000,144512310,1,45327,1,1,PG-13,38000000,14000,14000
357,4000,23000,144512310,1,45327,1,1,PG-13,38000000,14000,14000
278,494,18000,50668906,0,20516,1,1,R,38000000,584,0
241,127,13000,7659747,1,14165,1,1,R,38000000,891,704
